com.zx.window.ET_TumblingWindow


sensor1,1547718199001,14.0
sensor5,1547718199002,23.0
sensor1,1547718199003,36.0
sensor1,1547718199004,35.0
sensor1,1547718199005,31.0
sensor1,1547718199006,22.4
sensor1,1547718199007,21.4
sensor1,1547718199008,38.8
sensor1,1547718199009,28.8
sensor1,1547718199010,39.8
sensor1,1547718199011,31.9
sensor1,1547718199012,30.9
sensor6,1547718199013,31.9
sensor6,1547718199015,31.9
sensor1,1547718199017,30.9
sensor6,1547718199018,31.9
sensor6,1547718199024,31.9
sensor6,1547718199025,31.9
sensor6,1547718199031,31.9
sensor6,1547718199040,31.9
sensor6,1547718200,31.9
sensor6,1547718201,31.9
sensor6,1547718202,31.9
sensor3,1547718202,31.9
sensor3,1547718202,31.9
sensor4,1547718202,31.9
sensor6,1547718203,31.9
sensor6,1547718204,31.9
sensor6,1547718205,31.9
sensor6,1547718206,31.9
sensor6,1547718207,31.9
sensor6,1547718208,31.9
sensor6,1547718209,31.9
sensor6,1547718210,31.9
sensor6,1547718211,31.9
sensor6,1547718212,31.9
sensor6,1547718214,31.9
sensor6,1547718216,31.9
sensor6,1547718218,31.9
sensor6,1547718220,31.9
sensor6,1547718222,31.9
sensor6,1547718224,31.9
sensor6,1547718226,31.9
sensor6,1547718228,31.9
sensor6,1547718230,31.9
sensor6,1547718232,31.9
sensor6,1547718234,31.9
sensor1,1547718234,31.9
sensor1,1547718234,15.0
sensor2,1547718234,31.9
sensor_6,1547718244,32.9
sensor_6,1547718244,30.9
sensor_7,1547718244,31.9
sensor_6,1547718244,31.9
sensor_5,1547718244,31.9
sensor_4,1547718244,31.9
sensor_3,1547718244,31.9
sensor_2,1547718244,31.9
sensor_1,1547718244,31.9
sensor_1,1547718244,31.9
sensor_1,1547718244,31.9
